AÑO,MES,UBIGEO_HECHO,DPTO_HECHO,PROV_HECHO,DIST_HECHO,SEXO,RANGO_EDAD,NACIONALIDAD,CANTIDAD
2022,3,211103,PUNO,SAN ROMAN,CABANILLAS,F,60 A MAS AÑOS,PERÚ,1
2023,9,240201,TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,F,18-29 AÑOS,PERÚ,1
2021,11,220101,SAN MARTÍN,MOYOBAMBA,MOYOBAMBA,F,18-29 AÑOS,PERÚ,1
2019,10,150141,LIMA METROPOLITANA,LIMA,SURQUILLO,F,60 A MAS AÑOS,PERÚ,1
2023,10,120606,JUNÍN,SATIPO,PANGOA,F,12-17 AÑOS,PERÚ,4
2022,9,40101,AREQUIPA,AREQUIPA,AREQUIPA,F,18-29 AÑOS,PERÚ,3
2021,7,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,60 A MAS AÑOS,PERÚ,1
2020,12,220804,SAN MARTÍN,RIOJA,NUEVA CAJAMARCA,F,12-17 AÑOS,PERÚ,3
2021,5,20609,ÁNCASH,CARHUAZ,SHILLA,M,12-17 AÑOS,PERÚ,1
2024,4,81202,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,M,60 A MAS AÑOS,PERÚ,1
2024,6,40101,AREQUIPA,AREQUIPA,AREQUIPA,F,30-59 AÑOS,PERÚ,1
2025,6,190113,PASCO,PASCO,YANACANCHA,F,30-59 AÑOS,PERÚ,1
2019,1,150806,REGIÓN LIMA,HUAURA,HUAURA,M,60 A MAS AÑOS,PERÚ,1
2022,10,10701,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,F,12-17 AÑOS,PERÚ,1
2025,7,240301,TUMBES,ZARUMILLA,ZARUMILLA,M,30-59 AÑOS,PERÚ,1
2025,6,150101,LIMA METROPOLITANA,LIMA,LIMA,M,18-29 AÑOS,COLOMBIA,1
2021,7,80910,CUSCO,LA CONVENCION,PICHARI,F,6-11 AÑOS,PERÚ,1
2022,9,150110,LIMA METROPOLITANA,LIMA,COMAS,F,12-17 AÑOS,PERÚ,5
2024,11,130103,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,F,12-17 AÑOS,PERÚ,1
2022,2,190306,PASCO,OXAPAMPA,PUERTO BERMUDEZ,M,30-59 AÑOS,PERÚ,1
2025,4,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,M,18-29 AÑOS,PERÚ,1
2021,4,150810,REGIÓN LIMA,HUAURA,SANTA MARIA,F,18-29 AÑOS,PERÚ,1
2024,3,150810,REGIÓN LIMA,HUAURA,SANTA MARIA,M,18-29 AÑOS,PERÚ,1
2022,2,150110,LIMA METROPOLITANA,LIMA,COMAS,F,,PERÚ,1
2019,9,100311,HUÁNUCO,DOS DE MAYO,MARIAS,F,18-29 AÑOS,PERÚ,1
2024,3,80101,CUSCO,CUSCO,CUSCO,M,6-11 AÑOS,PERÚ,1
2019,2,21809,ÁNCASH,SANTA,NUEVO CHIMBOTE,M,,PERÚ,1
2021,2,211101,PUNO,SAN ROMAN,JULIACA,M,30-59 AÑOS,PERÚ,1
2021,12,120133,JUNÍN,HUANCAYO,SAPALLANGA,F,30-59 AÑOS,PERÚ,1
2025,5,40112,AREQUIPA,AREQUIPA,PAUCARPATA,M,18-29 AÑOS,PERÚ,4
2020,8,220105,SAN MARTÍN,MOYOBAMBA,SORITOR,M,18-29 AÑOS,PERÚ,1
2023,7,30216,APURIMAC,ANDAHUAYLAS,TALAVERA,F,30-59 AÑOS,PERÚ,1
2024,3,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,M,30-59 AÑOS,PERÚ,1
2024,10,230110,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,F,12-17 AÑOS,PERÚ,2
2020,11,130403,LA LIBERTAD,CHEPEN,PUEBLO NUEVO,F,12-17 AÑOS,PERÚ,1
2024,10,70102,CALLAO,CALLAO,BELLAVISTA,M,60 A MAS AÑOS,PERÚ,1
2021,4,60108,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,F,12-17 AÑOS,PERÚ,2
2023,12,100111,HUÁNUCO,HUANUCO,PILLCO MARCA,F,12-17 AÑOS,PERÚ,2
2024,10,150142,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,M,12-17 AÑOS,PERÚ,2
2022,6,120305,JUNÍN,CHANCHAMAYO,SAN RAMON,F,12-17 AÑOS,PERÚ,2
2023,10,150125,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,F,18-29 AÑOS,PERÚ,1
2021,3,60201,CAJAMARCA,CAJABAMBA,CAJABAMBA,M,30-59 AÑOS,PERÚ,1
2021,6,170201,MADRE DE DIOS,MANU,MANU,F,12-17 AÑOS,PERÚ,1
2019,2,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,F,12-17 AÑOS,PERÚ,2
2022,9,190101,PASCO,PASCO,CHAUPIMARCA,M,12-17 AÑOS,PERÚ,1
2023,3,150201,REGIÓN LIMA,BARRANCA,BARRANCA,F,12-17 AÑOS,PERÚ,4
2023,8,150143,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,M,30-59 AÑOS,PERÚ,5
2020,9,120302,JUNÍN,CHANCHAMAYO,PERENE,F,12-17 AÑOS,PERÚ,2
2021,7,80108,CUSCO,CUSCO,WANCHAQ,F,12-17 AÑOS,PERÚ,1
2021,9,40104,AREQUIPA,AREQUIPA,CERRO COLORADO,M,12-17 AÑOS,PERÚ,1
2021,2,40702,AREQUIPA,ISLAY,COCACHACRA,F,12-17 AÑOS,PERÚ,1
2022,11,150120,LIMA METROPOLITANA,LIMA,MAGDALENA DEL MAR,M,18-29 AÑOS,PERÚ,1
2022,5,40109,AREQUIPA,AREQUIPA,MARIANO MELGAR,M,18-29 AÑOS,PERÚ,2
2024,1,150125,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,M,30-59 AÑOS,PERÚ,1
2021,10,250107,UCAYALI,CORONEL PORTILLO,MANANTAY,F,12-17 AÑOS,PERÚ,4
2025,5,70101,CALLAO,CALLAO,CALLAO,F,12-17 AÑOS,PERÚ,15
2023,12,120902,JUNÍN,CHUPACA,AHUAC,M,18-29 AÑOS,PERÚ,1
2023,5,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,M,12-17 AÑOS,PERÚ,1
2025,7,120114,JUNÍN,HUANCAYO,EL TAMBO,F,18-29 AÑOS,PERÚ,1
2021,12,130103,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,F,60 A MAS AÑOS,PERÚ,1
2022,9,60701,CAJAMARCA,HUALGAYOC,BAMBAMARCA,M,30-59 AÑOS,PERÚ,1
2022,9,80108,CUSCO,CUSCO,WANCHAQ,F,12-17 AÑOS,PERÚ,5
2019,11,150108,LIMA METROPOLITANA,LIMA,CHORRILLOS,F,18-29 AÑOS,PERÚ,6
2025,5,170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,M,18-29 AÑOS,PERÚ,1
2024,1,150801,REGIÓN LIMA,HUAURA,HUACHO,M,12-17 AÑOS,PERÚ,1
2023,12,210402,PUNO,CHUCUITO,DESAGUADERO,F,12-17 AÑOS,PERÚ,4
2025,2,80801,CUSCO,ESPINAR,ESPINAR,M,30-59 AÑOS,PERÚ,1
2020,7,110111,ICA,ICA,SANTIAGO,F,60 A MAS AÑOS,PERÚ,1
2023,7,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,M,60 A MAS AÑOS,PERÚ,1
2024,7,150605,REGIÓN LIMA,HUARAL,CHANCAY,M,30-59 AÑOS,PERÚ,1
2022,12,100904,HUÁNUCO,PUERTO INCA,TOURNAVISTA,F,18-29 AÑOS,PERÚ,1
2023,3,80106,CUSCO,CUSCO,SANTIAGO,M,18-29 AÑOS,PERÚ,1
2024,8,230104,TACNA,TACNA,CIUDAD NUEVA,F,12-17 AÑOS,PERÚ,3
2023,6,30204,APURIMAC,ANDAHUAYLAS,HUANCARAMA,M,12-17 AÑOS,PERÚ,1
2024,1,210401,PUNO,CHUCUITO,JULI,M,30-59 AÑOS,PERÚ,1
2022,7,110508,ICA,PISCO,TUPAC AMARU INCA,F,12-17 AÑOS,PERÚ,2
2019,3,80108,CUSCO,CUSCO,WANCHAQ,M,60 A MAS AÑOS,PERÚ,1
2022,11,10401,AMAZONAS,CONDORCANQUI,NIEVA,F,6-11 AÑOS,PERÚ,1
2022,6,150112,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,M,12-17 AÑOS,PERÚ,2
2019,9,130208,LA LIBERTAD,ASCOPE,CASA GRANDE,F,12-17 AÑOS,PERÚ,1
2025,4,160404,LORETO,MARISCAL RAMON CASTILLA,SAN PABLO,F,12-17 AÑOS,PERÚ,1
2020,10,100101,HUÁNUCO,HUANUCO,HUANUCO,F,12-17 AÑOS,PERÚ,10
2022,12,20801,ÁNCASH,CASMA,CASMA,M,30-59 AÑOS,PERÚ,1
2019,2,150118,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,F,18-29 AÑOS,PERÚ,3
2020,10,120706,JUNÍN,TARMA,PALCA,F,12-17 AÑOS,PERÚ,3
2020,5,150119,LIMA METROPOLITANA,LIMA,LURIN,F,12-17 AÑOS,PERÚ,2
2023,2,81301,CUSCO,URUBAMBA,URUBAMBA,F,12-17 AÑOS,PERÚ,2
2021,6,200305,PIURA,HUANCABAMBA,LALAQUIZ,M,60 A MAS AÑOS,PERÚ,1
2024,7,50101,AYACUCHO,HUAMANGA,AYACUCHO,F,12-17 AÑOS,PERÚ,3
2021,2,70106,CALLAO,CALLAO,VENTANILLA,M,30-59 AÑOS,PERÚ,1
2019,8,90118,HUANCAVELICA,HUANCAVELICA,ASCENSION,M,30-59 AÑOS,PERÚ,1
2024,12,81202,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,F,12-17 AÑOS,PERÚ,1
2023,5,150117,LIMA METROPOLITANA,LIMA,LOS OLIVOS,F,,PERÚ,1
2020,12,211101,PUNO,SAN ROMAN,JULIACA,M,12-17 AÑOS,PERÚ,1
2023,6,40102,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,M,30-59 AÑOS,PERÚ,1
2021,12,150110,LIMA METROPOLITANA,LIMA,COMAS,M,0-5 AÑOS,PERÚ,1
2022,8,61101,CAJAMARCA,SAN MIGUEL,SAN MIGUEL,F,12-17 AÑOS,PERÚ,3
2021,5,130104,LA LIBERTAD,TRUJILLO,HUANCHACO,F,30-59 AÑOS,PERÚ,1
2020,10,60301,CAJAMARCA,CELENDIN,CELENDIN,M,12-17 AÑOS,PERÚ,1
2024,5,120701,JUNÍN,TARMA,TARMA,F,18-29 AÑOS,PERÚ,1
2021,3,80901,CUSCO,LA CONVENCION,SANTA ANA,M,12-17 AÑOS,PERÚ,1
2023,6,60401,CAJAMARCA,CHOTA,CHOTA,M,30-59 AÑOS,PERÚ,1
2021,10,200101,PIURA,PIURA,PIURA,M,30-59 AÑOS,PERÚ,3
2019,12,200115,PIURA,PIURA,26 DE OCTUBRE,M,30-59 AÑOS,PERÚ,2
2019,11,40205,AREQUIPA,CAMANA,NICOLAS DE PIEROLA,F,12-17 AÑOS,PERÚ,1
2025,1,150505,REGIÓN LIMA,CAÑETE,CHILCA,M,18-29 AÑOS,VENEZUELA,1
2019,1,30604,APURIMAC,CHINCHEROS,HUACCANA,F,12-17 AÑOS,PERÚ,1
2024,4,40104,AREQUIPA,AREQUIPA,CERRO COLORADO,M,12-17 AÑOS,PERÚ,7
2023,1,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,12-17 AÑOS,PERÚ,4
2023,7,130809,LA LIBERTAD,PATAZ,PATAZ,M,18-29 AÑOS,PERÚ,1
2021,12,250303,UCAYALI,PADRE ABAD,CURIMANA,M,18-29 AÑOS,PERÚ,1
2023,7,40110,AREQUIPA,AREQUIPA,MIRAFLORES,F,12-17 AÑOS,PERÚ,2
2023,11,110204,ICA,CHINCHA,CHINCHA BAJA,M,60 A MAS AÑOS,PERÚ,1
2021,4,120134,JUNÍN,HUANCAYO,SICAYA,M,18-29 AÑOS,PERÚ,1
2019,4,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,F,12-17 AÑOS,PERÚ,5
2023,9,170102,MADRE DE DIOS,TAMBOPATA,INAMBARI,F,12-17 AÑOS,PERÚ,1
2024,6,150108,LIMA METROPOLITANA,LIMA,CHORRILLOS,M,30-59 AÑOS,PERÚ,8
2019,5,250301,UCAYALI,PADRE ABAD,PADRE ABAD,F,12-17 AÑOS,PERÚ,2
2025,6,200601,PIURA,SULLANA,SULLANA,F,18-29 AÑOS,PERÚ,1
2024,9,100102,HUÁNUCO,HUANUCO,AMARILIS,F,30-59 AÑOS,PERÚ,1
2024,1,120606,JUNÍN,SATIPO,PANGOA,M,30-59 AÑOS,PERÚ,1
2024,11,200101,PIURA,PIURA,PIURA,M,18-29 AÑOS,PERÚ,1
2022,2,150117,LIMA METROPOLITANA,LIMA,LOS OLIVOS,F,12-17 AÑOS,PERÚ,7
2024,4,150115,LIMA METROPOLITANA,LIMA,LA VICTORIA,M,12-17 AÑOS,PERÚ,3
2024,6,160301,LORETO,LORETO,NAUTA,M,6-11 AÑOS,PERÚ,1
2024,9,80403,CUSCO,CALCA,LAMAY,F,30-59 AÑOS,PERÚ,1
2024,12,150106,LIMA METROPOLITANA,LIMA,CARABAYLLO,F,60 A MAS AÑOS,PERÚ,1
2025,2,250301,UCAYALI,PADRE ABAD,PADRE ABAD,F,12-17 AÑOS,PERÚ,3
2024,1,10522,AMAZONAS,LUYA,TINGO,F,12-17 AÑOS,PERÚ,1
2019,9,21601,ÁNCASH,POMABAMBA,POMABAMBA,M,30-59 AÑOS,PERÚ,1
2025,7,30608,APURIMAC,CHINCHEROS,RANRACANCHA,M,18-29 AÑOS,PERÚ,1
2020,6,130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,F,18-29 AÑOS,PERÚ,1
2025,6,150107,LIMA METROPOLITANA,LIMA,CHACLACAYO,M,30-59 AÑOS,PERÚ,1
2024,2,70103,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,M,12-17 AÑOS,PERÚ,1
2020,5,150128,LIMA METROPOLITANA,LIMA,RIMAC,F,18-29 AÑOS,PERÚ,2
2019,7,120606,JUNÍN,SATIPO,PANGOA,F,12-17 AÑOS,PERÚ,3
2022,7,40102,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,F,12-17 AÑOS,PERÚ,2
2019,7,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,12-17 AÑOS,PERÚ,12
2022,7,150131,LIMA METROPOLITANA,LIMA,SAN ISIDRO,M,60 A MAS AÑOS,PERÚ,1
2022,9,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,F,60 A MAS AÑOS,PERÚ,1
2023,6,221001,SAN MARTÍN,TOCACHE,TOCACHE,F,18-29 AÑOS,PERÚ,1
2025,1,60607,CAJAMARCA,CUTERVO,QUEROCOTILLO,F,12-17 AÑOS,PERÚ,1
2020,11,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,F,18-29 AÑOS,PERÚ,1
2020,7,150135,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,F,12-17 AÑOS,PERÚ,7
2023,4,150125,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,M,60 A MAS AÑOS,PERÚ,1
2021,10,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,F,30-59 AÑOS,PERÚ,1
2022,5,120130,JUNÍN,HUANCAYO,SAN JERONIMO DE TUNAN,F,18-29 AÑOS,PERÚ,1
2024,10,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,12-17 AÑOS,PERÚ,5
2019,1,230108,TACNA,TACNA,POCOLLAY,F,12-17 AÑOS,PERÚ,1
2020,6,150504,REGIÓN LIMA,CAÑETE,CERRO AZUL,F,30-59 AÑOS,PERÚ,1
2020,8,110106,ICA,ICA,PARCONA,F,12-17 AÑOS,PERÚ,2
2019,3,211103,PUNO,SAN ROMAN,CABANILLAS,F,18-29 AÑOS,PERÚ,1
2019,6,210605,PUNO,HUANCANE,PUSI,F,12-17 AÑOS,PERÚ,1
2019,7,250105,UCAYALI,CORONEL PORTILLO,YARINACOCHA,F,12-17 AÑOS,PERÚ,8
2020,10,30101,APURIMAC,ABANCAY,ABANCAY,M,30-59 AÑOS,PERÚ,2
2022,8,80701,CUSCO,CHUMBIVILCAS,SANTO TOMAS,M,12-17 AÑOS,PERÚ,1
2019,12,150117,LIMA METROPOLITANA,LIMA,LOS OLIVOS,M,,PERÚ,1
2022,12,150128,LIMA METROPOLITANA,LIMA,RIMAC,F,30-59 AÑOS,PERÚ,1
2020,1,150105,LIMA METROPOLITANA,LIMA,BREÑA,M,18-29 AÑOS,PERÚ,2
2024,1,150113,LIMA METROPOLITANA,LIMA,JESUS MARIA,F,60 A MAS AÑOS,PERÚ,2
2021,9,150122,LIMA METROPOLITANA,LIMA,MIRAFLORES,M,18-29 AÑOS,ECUADOR,1
2020,10,110206,ICA,CHINCHA,GROCIO PRADO,F,12-17 AÑOS,PERÚ,1
2025,4,120606,JUNÍN,SATIPO,PANGOA,M,0-5 AÑOS,PERÚ,1
2023,3,50401,AYACUCHO,HUANTA,HUANTA,M,18-29 AÑOS,PERÚ,1
2021,4,80505,CUSCO,CANAS,LAYO,M,6-11 AÑOS,PERÚ,1
2021,2,30503,APURIMAC,COTABAMBAS,COYLLURQUI,F,12-17 AÑOS,PERÚ,1
2022,5,100102,HUÁNUCO,HUANUCO,AMARILIS,F,18-29 AÑOS,PERÚ,2
2023,11,200501,PIURA,PAITA,PAITA,M,60 A MAS AÑOS,PERÚ,1
2023,5,200501,PIURA,PAITA,PAITA,M,30-59 AÑOS,VENEZUELA,1
2019,10,150143,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,F,6-11 AÑOS,PERÚ,2
2025,3,210211,PUNO,AZANGARO,SAN ANTON,M,30-59 AÑOS,PERÚ,1
2024,5,40117,AREQUIPA,AREQUIPA,SACHACA,F,12-17 AÑOS,PERÚ,1
2021,5,30101,APURIMAC,ABANCAY,ABANCAY,F,18-29 AÑOS,PERÚ,1
2020,9,140120,LAMBAYEQUE,CHICLAYO,TUMAN,F,18-29 AÑOS,PERÚ,1
2024,12,150101,LIMA METROPOLITANA,LIMA,LIMA,M,12-17 AÑOS,PERÚ,1
2020,10,100601,HUÁNUCO,LEONCIO PRADO,RUPA-RUPA,M,12-17 AÑOS,VENEZUELA,2
2021,3,150143,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,F,12-17 AÑOS,PERÚ,9
2019,5,20801,ÁNCASH,CASMA,CASMA,F,12-17 AÑOS,PERÚ,3
2023,2,60411,CAJAMARCA,CHOTA,LLAMA,M,60 A MAS AÑOS,PERÚ,1
2021,1,150133,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,M,30-59 AÑOS,PERÚ,2
2019,11,200805,PIURA,SECHURA,VICE,F,30-59 AÑOS,PERÚ,1
2021,4,200304,PIURA,HUANCABAMBA,HUARMACA,F,18-29 AÑOS,PERÚ,1
2021,1,100905,HUÁNUCO,PUERTO INCA,YUYAPICHIS,F,12-17 AÑOS,PERÚ,1
2019,6,150137,LIMA METROPOLITANA,LIMA,SANTA ANITA,F,12-17 AÑOS,PERÚ,2
2019,6,150509,REGIÓN LIMA,CAÑETE,MALA,F,18-29 AÑOS,PERÚ,1
2022,11,230101,TACNA,TACNA,TACNA,F,18-29 AÑOS,VENEZUELA,1
2022,1,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,M,18-29 AÑOS,PERÚ,7
2020,7,200115,PIURA,PIURA,26 DE OCTUBRE,F,30-59 AÑOS,PERÚ,1
2019,2,100101,HUÁNUCO,HUANUCO,HUANUCO,M,30-59 AÑOS,PERÚ,2
2019,5,60301,CAJAMARCA,CELENDIN,CELENDIN,F,12-17 AÑOS,PERÚ,1
2023,9,40128,AREQUIPA,AREQUIPA,YURA,F,12-17 AÑOS,PERÚ,1
2020,7,70103,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,M,18-29 AÑOS,PERÚ,1
2023,3,140311,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,F,60 A MAS AÑOS,PERÚ,1
2019,9,150504,REGIÓN LIMA,CAÑETE,CERRO AZUL,F,12-17 AÑOS,PERÚ,1
2023,10,250105,UCAYALI,CORONEL PORTILLO,YARINACOCHA,M,60 A MAS AÑOS,PERÚ,1
2022,12,150143,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,F,0-5 AÑOS,PERÚ,1
2022,5,120604,JUNÍN,SATIPO,MAZAMARI,F,12-17 AÑOS,PERÚ,4
2023,12,150128,LIMA METROPOLITANA,LIMA,RIMAC,M,60 A MAS AÑOS,VENEZUELA,1
2020,2,40501,AREQUIPA,CAYLLOMA,CHIVAY,M,18-29 AÑOS,PERÚ,1
2021,1,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,M,30-59 AÑOS,PERÚ,4
2020,7,40103,AREQUIPA,AREQUIPA,CAYMA,M,12-17 AÑOS,PERÚ,1
2019,1,81001,CUSCO,PARURO,PARURO,F,12-17 AÑOS,PERÚ,1
2025,1,150118,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,M,12-17 AÑOS,PERÚ,5
2025,2,210703,PUNO,LAMPA,CALAPUJA,F,18-29 AÑOS,PERÚ,1
2023,3,70104,CALLAO,CALLAO,LA PERLA,M,30-59 AÑOS,PERÚ,1
2021,3,40110,AREQUIPA,AREQUIPA,MIRAFLORES,M,18-29 AÑOS,PERÚ,1
2021,8,60502,CAJAMARCA,CONTUMAZA,CHILETE,F,12-17 AÑOS,PERÚ,1
2022,7,131102,LA LIBERTAD,GRAN CHIMU,LUCMA,F,18-29 AÑOS,PERÚ,1
2024,6,100605,HUÁNUCO,LEONCIO PRADO,LUYANDO,M,18-29 AÑOS,PERÚ,1
2025,6,50507,AYACUCHO,LA MAR,SANTA ROSA,M,12-17 AÑOS,PERÚ,1
2022,2,210101,PUNO,PUNO,PUNO,M,18-29 AÑOS,PERÚ,1
2022,11,150507,REGIÓN LIMA,CAÑETE,IMPERIAL,M,18-29 AÑOS,PERÚ,1
2020,7,90119,HUANCAVELICA,HUANCAVELICA,HUANDO,M,30-59 AÑOS,PERÚ,1
2023,9,40103,AREQUIPA,AREQUIPA,CAYMA,M,12-17 AÑOS,PERÚ,2
2021,11,150102,LIMA METROPOLITANA,LIMA,ANCON,M,18-29 AÑOS,PERÚ,1
2019,3,10601,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,F,60 A MAS AÑOS,PERÚ,1
2023,4,150107,LIMA METROPOLITANA,LIMA,CHACLACAYO,M,60 A MAS AÑOS,PERÚ,1
2020,11,50113,AYACUCHO,HUAMANGA,TAMBILLO,F,12-17 AÑOS,PERÚ,1
2021,9,150810,REGIÓN LIMA,HUAURA,SANTA MARIA,F,0-5 AÑOS,PERÚ,1
2022,3,150106,LIMA METROPOLITANA,LIMA,CARABAYLLO,F,,PERÚ,2
2022,3,80104,CUSCO,CUSCO,SAN JERONIMO,M,12-17 AÑOS,PERÚ,2
2021,7,150111,LIMA METROPOLITANA,LIMA,EL AGUSTINO,M,12-17 AÑOS,PERÚ,1
2024,11,80701,CUSCO,CHUMBIVILCAS,SANTO TOMAS,F,18-29 AÑOS,PERÚ,1
2024,11,80105,CUSCO,CUSCO,SAN SEBASTIAN,M,18-29 AÑOS,PERÚ,1
2021,10,90301,HUANCAVELICA,ANGARAES,LIRCAY,M,30-59 AÑOS,PERÚ,1
2021,11,70101,CALLAO,CALLAO,CALLAO,M,12-17 AÑOS,PERÚ,2
2025,4,211209,PUNO,SANDIA,ALTO INAMBARI,F,18-29 AÑOS,PERÚ,1
2019,8,150111,LIMA METROPOLITANA,LIMA,EL AGUSTINO,M,30-59 AÑOS,PERÚ,1
2024,12,40109,AREQUIPA,AREQUIPA,MARIANO MELGAR,M,30-59 AÑOS,BOLIVIA,1
2019,7,210708,PUNO,LAMPA,PUCARA,F,18-29 AÑOS,PERÚ,1
2020,3,150130,LIMA METROPOLITANA,LIMA,SAN BORJA,M,60 A MAS AÑOS,PERÚ,3
2019,11,110106,ICA,ICA,PARCONA,M,12-17 AÑOS,PERÚ,1
2025,2,200104,PIURA,PIURA,CASTILLA,F,30-59 AÑOS,PERÚ,2
2019,2,230110,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,M,60 A MAS AÑOS,PERÚ,1
2020,8,120114,JUNÍN,HUANCAYO,EL TAMBO,F,18-29 AÑOS,PERÚ,5
2023,12,150106,LIMA METROPOLITANA,LIMA,CARABAYLLO,F,18-29 AÑOS,PERÚ,2
2024,7,140203,LAMBAYEQUE,FERREÑAFE,INCAHUASI,M,60 A MAS AÑOS,PERÚ,1
2022,11,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,M,18-29 AÑOS,VENEZUELA,2
2022,8,40112,AREQUIPA,AREQUIPA,PAUCARPATA,M,60 A MAS AÑOS,PERÚ,1
2023,6,100904,HUÁNUCO,PUERTO INCA,TOURNAVISTA,F,6-11 AÑOS,PERÚ,1
2019,7,100103,HUÁNUCO,HUANUCO,CHINCHAO,M,12-17 AÑOS,PERÚ,1
2019,7,140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,M,6-11 AÑOS,PERÚ,1
2020,9,80910,CUSCO,LA CONVENCION,PICHARI,M,,PERÚ,1
2022,1,120114,JUNÍN,HUANCAYO,EL TAMBO,M,60 A MAS AÑOS,PERÚ,1
2019,7,80205,CUSCO,ACOMAYO,POMACANCHI,F,12-17 AÑOS,PERÚ,1
2021,11,210801,PUNO,MELGAR,AYAVIRI,F,30-59 AÑOS,PERÚ,1
2019,4,250107,UCAYALI,CORONEL PORTILLO,MANANTAY,M,6-11 AÑOS,PERÚ,1
2019,9,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,F,18-29 AÑOS,PERÚ,1
2024,7,81303,CUSCO,URUBAMBA,HUAYLLABAMBA,M,30-59 AÑOS,PERÚ,1
2023,10,150812,REGIÓN LIMA,HUAURA,VEGUETA,F,18-29 AÑOS,PERÚ,1
2019,3,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,F,,PERÚ,1
2022,5,160108,LORETO,MAYNAS,PUNCHANA,F,12-17 AÑOS,PERÚ,1
2021,3,150112,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,F,6-11 AÑOS,PERÚ,1
2023,10,130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,M,12-17 AÑOS,PERÚ,1
2023,8,40308,AREQUIPA,CARAVELI,CHAPARRA,M,60 A MAS AÑOS,PERÚ,1
2020,3,30504,APURIMAC,COTABAMBAS,HAQUIRA,F,12-17 AÑOS,PERÚ,1
2022,11,130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,F,30-59 AÑOS,PERÚ,1
2023,12,150135,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,M,12-17 AÑOS,PERÚ,5
2023,6,150111,LIMA METROPOLITANA,LIMA,EL AGUSTINO,M,60 A MAS AÑOS,PERÚ,2
2020,2,30209,APURIMAC,ANDAHUAYLAS,PACUCHA,F,30-59 AÑOS,PERÚ,1
2019,4,150141,LIMA METROPOLITANA,LIMA,SURQUILLO,F,12-17 AÑOS,VENEZUELA,1
2024,3,150106,LIMA METROPOLITANA,LIMA,CARABAYLLO,M,30-59 AÑOS,PERÚ,1
